Time(s),Time(m),"Roll (deg, +ve R)","Pitch (deg, +ve UP)",Heave (m),Heave Velocity (m/s),AX (m/s^2),AY (m/s^2),AZ (m/s^2),Vessel heading (degT),SOG (knots),COG (M deg),STATUS_MRU (1=OK),STATUS_GYRO (1=OK),STATUS_WIND (1=OK),STATUS_GPS (SOG_VOG) (1=OK),GPS Lat,GPS Lon,Visibility,Air Pressure,Air Temperature,Air Humidity,WX code,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct
10.5,0.2,0.008,-0.079,0.741,0.645,0.0035,-0.138,4.996,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
11,0.2,0.0865,-0.2155,0.94,0.5285,0.0615,-0.112,4.8325,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
11.5,0.2,0.17,-0.348,1.03,0.36,0.1055,-0.087,4.701,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
12,0.2,0.2495,-0.463,1.002,0.1465,0.1495,-0.034,4.578,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
12.5,0.2,0.313,-0.5455,0.862,-0.0685,0.1625,0.019,4.5325,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
13,0.2,0.3525,-0.589,0.6315,-0.273,0.182,0.0675,4.4965,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
13.5,0.2,0.3645,-0.589,0.339,-0.4315,0.167,0.1195,4.5505,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
14,0.2,0.3465,-0.5515,0.023,-0.5345,0.1515,0.142,4.6075,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
14.5,0.2,0.301,-0.48,-0.282,-0.5715,0.106,0.16,4.727,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
15,0.3,0.23,-0.386,-0.54,-0.5435,0.073,0.1725,4.829,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
15.5,0.3,0.146,-0.28,-0.7265,-0.4545,0.0225,0.1665,4.9655,330.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
16,0.3,0.0575,-0.177,-0.8215,-0.316,-0.0125,0.1485,5.068,330.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
16.5,0.3,-0.0235,-0.087,-0.82,-0.1515,-0.0435,0.1105,5.1565,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
17,0.3,-0.092,-0.0175,-0.7265,0.024,-0.059,0.0625,5.202,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
17.5,0.3,-0.1385,0.024,-0.5585,0.1785,-0.064,-0.015,5.205,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
18,0.3,-0.1605,0.0355,-0.34,0.3075,-0.061,-0.0825,5.1885,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
18.5,0.3,-0.1575,0.02,-0.099,0.386,-0.0395,-0.1295,5.1205,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
19,0.3,-0.1295,-0.0185,0.135,0.4225,-0.0265,-0.1655,5.064,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
19.5,0.3,-0.0815,-0.0755,0.34,0.41,0.0055,-0.159,4.974,330.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
20,0.3,-0.0225,-0.1425,0.496,0.363,0.0205,-0.126,4.92,330.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
20.5,0.3,0.0425,-0.2155,0.592,0.2795,0.0575,-0.088,4.8305,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
21,0.4,0.1035,-0.285,0.6215,0.1735,0.0805,-0.043,4.776,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
21.5,0.4,0.155,-0.3455,0.585,0.054,0.1055,-0.012,4.7135,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
22,0.4,0.1865,-0.391,0.4875,-0.0675,0.108,0.0245,4.695,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
22.5,0.4,0.194,-0.419,0.3445,-0.1735,0.107,0.063,4.69,330.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
23,0.4,0.1775,-0.4265,0.17,-0.2635,0.1075,0.1005,4.6985,330.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
23.5,0.4,0.14,-0.4145,-0.0165,-0.3225,0.1015,0.143,4.734,330.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
24,0.4,0.0865,-0.381,-0.1965,-0.3495,0.089,0.1615,4.781,330.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
24.5,0.4,0.0235,-0.3325,-0.351,-0.335,0.062,0.1585,4.86,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
25,0.4,-0.043,-0.274,-0.463,-0.2885,0.0485,0.139,4.9175,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
25.5,0.4,-0.1055,-0.211,-0.5245,-0.2125,0.026,0.0915,4.987,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
26,0.4,-0.1565,-0.151,-0.528,-0.116,0.0045,0.019,5.0395,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
26.5,0.4,-0.192,-0.099,-0.476,-0.0085,-0.0215,-0.0505,5.0935,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
27,0.5,-0.2075,-0.063,-0.374,0.0985,-0.024,-0.103,5.106,330.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
27.5,0.5,-0.2,-0.0445,-0.234,0.191,-0.0305,-0.1205,5.108,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
28,0.5,-0.1685,-0.0465,-0.0725,0.259,-0.0245,-0.124,5.0785,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
28.5,0.5,-0.117,-0.0685,0.0905,0.2945,-0.0105,-0.113,5.033,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
29,0.5,-0.052,-0.1035,0.2385,0.2975,0.006,-0.0965,4.9795,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
29.5,0.5,0.019,-0.1515,0.355,0.269,0.025,-0.085,4.925,330.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
30,0.5,0.088,-0.206,0.431,0.2165,0.0455,-0.0775,4.8725,330.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
30.5,0.5,0.1465,-0.261,0.461,0.1465,0.0655,-0.043,4.8295,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
31,0.5,0.1905,-0.3115,0.4455,0.0705,0.0715,0.007,4.8045,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
31.5,0.5,0.2115,-0.3525,0.389,-0.009,0.084,0.0485,4.778,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
32,0.5,0.2085,-0.3835,0.2995,-0.084,0.0915,0.0895,4.7655,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
32.5,0.5,0.182,-0.399,0.1845,-0.1505,0.0935,0.11,4.76,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
33,0.6,0.136,-0.398,0.055,-0.2045,0.0925,0.13,4.772,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
33.5,0.6,0.078,-0.3785,-0.077,-0.239,0.0875,0.142,4.794,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
34,0.6,0.014,-0.344,-0.2,-0.2485,0.07,0.1375,4.8375,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
34.5,0.6,-0.0475,-0.2975,-0.3005,-0.2325,0.0545,0.1045,4.882,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
35,0.6,-0.101,-0.244,-0.3695,-0.1915,0.0325,0.059,4.9375,330.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
35.5,0.6,-0.1415,-0.1915,-0.398,-0.1295,0.015,0.006,4.9825,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
36,0.6,-0.165,-0.1435,-0.385,-0.0545,-0.0045,-0.047,5.025,330.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
36.5,0.6,-0.1685,-0.108,-0.3315,0.027,-0.0185,-0.075,5.053,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
37,0.6,-0.1585,-0.0865,-0.244,0.102,-0.0235,-0.095,5.061,330.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
37.5,0.6,-0.136,-0.0815,-0.1325,0.166,-0.0185,-0.107,5.054,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
38,0.6,-0.106,-0.093,-0.01,0.208,-0.005,-0.0945,5.025,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
38.5,0.6,-0.077,-0.1205,0.1085,0.223,0.0115,-0.0795,4.984,329.77,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
39,0.7,-0.0535,-0.158,0.208,0.206,0.0395,-0.076,4.9175,329.77,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
39.5,0.7,-0.041,-0.2015,0.2745,0.1585,0.0575,-0.0595,4.8545,329.77,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
40,0.7,-0.042,-0.243,0.299,0.0835,0.081,-0.0305,4.787,329.77,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
40.5,0.7,-0.0545,-0.2755,0.276,-0.0065,0.1005,-0.005,4.7405,329.87,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
41,0.7,-0.0745,-0.2955,0.2105,-0.096,0.103,0.0245,4.724,329.87,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
41.5,0.7,-0.0965,-0.2985,0.1125,-0.1695,0.095,0.0375,4.7425,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
42,0.7,-0.117,-0.2845,-0.0005,-0.214,0.0785,0.049,4.7865,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
42.5,0.7,-0.128,-0.258,-0.1085,-0.218,0.05,0.033,4.8615,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
43,0.7,-0.13,-0.226,-0.1915,-0.18,0.017,-0.002,4.951,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
43.5,0.7,-0.123,-0.1935,-0.2325,-0.1035,-0.007,-0.0355,5.0255,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
44,0.7,-0.105,-0.1685,-0.223,-0.0045,-0.0365,-0.0355,5.1065,329.97,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
44.5,0.7,-0.082,-0.158,-0.161,0.109,-0.039,-0.0275,5.1405,329.77,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
45,0.8,-0.0575,-0.1645,-0.0565,0.2065,-0.033,-0.027,5.1485,329.77,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
45.5,0.8,-0.0315,-0.1915,0.079,0.2965,-0.0305,-0.0205,5.1475,329.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
46,0.8,-0.005,-0.2375,0.224,0.336,0.0055,-0.0265,5.064,329.67,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
46.5,0.8,0.022,-0.2965,0.3535,0.3325,0.032,-0.001,4.98,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
47,0.8,0.054,-0.3595,0.441,0.2575,0.086,0.001,4.8205,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
47.5,0.8,0.0875,-0.414,0.4615,0.1335,0.1095,0.001,4.719,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
48,0.8,0.1255,-0.452,0.4045,-0.0325,0.155,-0.001,4.583,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
48.5,0.8,0.165,-0.459,0.2685,-0.2075,0.155,-0.0015,4.5485,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
49,0.8,0.205,-0.4335,0.069,-0.3695,0.165,0.015,4.5135,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
49.5,0.8,0.2445,-0.372,-0.171,-0.494,0.136,0.022,4.574,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
50,0.8,0.28,-0.2825,-0.416,-0.551,0.0975,0.06,4.664,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
50.5,0.8,0.31,-0.1745,-0.6315,-0.54,0.047,0.094,4.809,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
51,0.9,0.332,-0.0615,-0.78,-0.441,-0.003,0.126,4.971,329.57,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
51.5,0.9,0.3455,0.04,-0.8355,-0.2825,-0.0525,0.1475,5.1255,329.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
52,0.9,0.35,0.1145,-0.7815,-0.0665,-0.101,0.126,5.2685,329.47,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
52.5,0.9,0.3425,0.1525,-0.6205,0.158,-0.114,0.1045,5.336,329.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
53,0.9,0.3255,0.1465,-0.3695,0.3735,-0.1195,0.088,5.3675,329.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
53.5,0.9,0.302,0.096,-0.06,0.536,-0.0915,0.0605,5.3105,329.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
54,0.9,0.2715,0.0075,0.2685,0.6425,-0.0685,0.0205,5.247,329.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
54.5,0.9,0.235,-0.1125,0.5775,0.668,-0.012,-0.01,5.1055,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
55,0.9,0.1975,-0.2485,0.8285,0.622,0.021,-0.0405,4.9895,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
55.5,0.9,0.1585,-0.3875,0.993,0.5045,0.079,-0.062,4.8235,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
56,0.9,0.12,-0.513,1.05,0.33,0.12,-0.064,4.7015,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
56.5,0.9,0.083,-0.61,0.9945,0.1205,0.163,-0.055,4.574,329.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
57,1,0.048,-0.6685,0.8285,-0.107,0.1835,-0.0325,4.5025,329.17,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
57.5,1,0.016,-0.6805,0.5705,-0.3225,0.1955,-0.006,4.46,329.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
58,1,-0.0135,-0.6455,0.2455,-0.51,0.1915,0.047,4.4705,329.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
58.5,1,-0.04,-0.565,-0.11,-0.6375,0.168,0.0935,4.536,329.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
59,1,-0.0615,-0.4485,-0.458,-0.701,0.134,0.1345,4.6345,329.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
59.5,1,-0.0805,-0.3095,-0.7595,-0.681,0.0785,0.1255,4.778,329.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
60,1,-0.0995,-0.161,-0.982,-0.5955,0.03,0.0815,4.909,329.37,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
60.5,1,-0.12,-0.0195,-1.102,-0.44,-0.0305,0.0425,5.0685,329.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
61,1,-0.141,0.0985,-1.1045,-0.2405,-0.075,-0.01,5.182,329.27,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
61.5,1,-0.1615,0.183,-0.99,-0.0115,-0.1245,-0.0935,5.298,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
62,1,-0.177,0.221,-0.7705,0.212,-0.1255,-0.128,5.32,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
62.5,1,-0.184,0.214,-0.4725,0.413,-0.143,-0.1495,5.3525,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
63,1.1,-0.18,0.1595,-0.1265,0.5615,-0.1045,-0.16,5.2735,329.07,0,0,85,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
